MisconceptionName,LLM_Response
Multiplied by 100 rather than divided by 100,"Question Text: A shirt is on sale for 15% off. If the original price is £200, how much will you pay for the shirt after the discount?
Correct Answer Text: £170
Wrong Answer Text: £2000"
Multiplied by 100 rather than divided by 100,"Question Text: A shirt is on sale for 15% off. If the original price is £200, how much will you pay for the shirt after the discount?
Correct Answer Text: £170
Wrong Answer Text: £2000"
Thinks a variable next to a number means addition rather than multiplication,"Question Text: What is the value of \( 2x \) when \( x = 5 \) ?

Correct Answer Text: \( 2 \times 5 = 10 \)

Wrong Answer Text: \( 2 + 5 = 7 \)"
Thinks a variable next to a number means addition rather than multiplication,"Question Text: What is the value of \( 2x \) when \( x = 5 \) ?

Correct Answer Text: \( 2 \times 5 = 10 \)

Wrong Answer Text: \( 2 + 5 = 7 \)"
Does not understand how to maintain equivalence in fractions,"Question Text: Which fraction is equivalent to \( \frac{2}{3} \)?
\( \frac{4}{5} \), \( \frac{4}{6} \), or \( \frac{6}{9} \)

Correct Answer Text: \( \frac{6}{9} \) and \( \frac{4}{6} \)

Wrong Answer Text: \( \frac{4}{5} \)"
Does not understand how to maintain equivalence in fractions,"Question Text: Which fraction is equivalent to \( \frac{2}{3} \)?
\( \frac{4}{5} \), \( \frac{4}{6} \), or \( \frac{6}{9} \)

Correct Answer Text: \( \frac{6}{9} \) and \( \frac{4}{6} \)

Wrong Answer Text: \( \frac{4}{5} \)"
Does not realize we can write a division as a fraction,"Question Text: Write \( 6 \div 3 \) as a fraction.
Correct Answer Text: \( \frac{6}{3} \)
Wrong Answer Text: It's not possible to write a division as a fraction."
Does not realize we can write a division as a fraction,"Question Text: Write \( 6 \div 3 \) as a fraction.
Correct Answer Text: \( \frac{6}{3} \)
Wrong Answer Text: It's not possible to write a division as a fraction."
Believes the subtraction button writes a fraction,"Question Text: What is the result of pressing the subtraction button on a calculator when 8 is entered, then the subtraction button, then 3 is entered, and then equals is pressed?
Correct Answer Text: 5
Wrong Answer Text: 8/3"
Believes the subtraction button writes a fraction,"Question Text: What is the result of pressing the subtraction button on a calculator when 8 is entered, then the subtraction button, then 3 is entered, and then equals is pressed?
Correct Answer Text: 5
Wrong Answer Text: 8/3"
Believes a mixed number can contain an improper fraction,"Question Text: Is \( 2\frac{3}{2} \) a mixed number?
Correct Answer Text: No
Wrong Answer Text: Yes"
Believes a mixed number can contain an improper fraction,"Question Text: Is \( 2\frac{3}{2} \) a mixed number?
Correct Answer Text: No
Wrong Answer Text: Yes"
Does not recognise millilitres as a unit of volume,"Question Text: A bottle of juice contains 500 millilitres of liquid. What type of measurement is this?
Correct Answer Text: Volume
Wrong Answer Text: Weight"
Does not recognise millilitres as a unit of volume,"Question Text: A bottle of juice contains 500 millilitres of liquid. What type of measurement is this?
Correct Answer Text: Volume
Wrong Answer Text: Weight"
Believes number of squares in a bar gives frequency on a histogram,"Question Text: The histogram below shows the number of hours students spent watching TV in a day.

[Insert a histogram with 3 bars, each with a width of 2 units on the x-axis and heights of 4, 6, and 3 units respectively]

If the first bar has a width of 2 hours and a height of 4 units, how many students watched TV for 0-2 hours?

Correct Answer Text: The height of the bar (4) gives the frequency, but the width of the bar (2 hours) gives the class interval, so the 4 students are spread across 2 hours, but we still need more information to know how many students watched for exactly 0-2 hours. However, we can say 4 students watched for 0-2 hours in total.

Wrong Answer Text: 8 students"
Believes number of squares in a bar gives frequency on a histogram,"Question Text: The histogram below shows the number of hours students spent watching TV in a day.

[Insert a histogram with 3 bars, each with a width of 2 units on the x-axis and heights of 4, 6, and 3 units respectively]

If the first bar has a width of 2 hours and a height of 4 units, how many students watched TV for 0-2 hours?

Correct Answer Text: The height of the bar (4) gives the frequency, but the width of the bar (2 hours) gives the class interval, so the 4 students are spread across 2 hours, but we still need more information to know how many students watched for exactly 0-2 hours. However, we can say 4 students watched for 0-2 hours in total.

Wrong Answer Text: 8 students"
Thinks a greater number of shaded parts represents a greater fraction,"Question Text: 
Compare the two fractions below. Which fraction is greater?
Fraction 1: 3/4 
Fraction 2: 2/8 with 6 shaded parts added to the denominator and numerator making 8/14


Correct Answer Text: 
Fraction 1 is greater


Wrong Answer Text: 
Fraction 2 is greater"
Thinks a greater number of shaded parts represents a greater fraction,"Question Text: 
Compare the two fractions below. Which fraction is greater?
Fraction 1: 3/4 
Fraction 2: 2/8 with 6 shaded parts added to the denominator and numerator making 8/14


Correct Answer Text: 
Fraction 1 is greater


Wrong Answer Text: 
Fraction 2 is greater"
"When finding the differences between terms in a sequence, believes they can do so from right to left ","Question Text: Find the differences between consecutive terms in the sequence: 2, 5, 8, 11, 14.

Correct Answer Text: 3, 3, 3, 3

Wrong Answer Text: 9, 6, 3, 3"
"When finding the differences between terms in a sequence, believes they can do so from right to left ","Question Text: Find the differences between consecutive terms in the sequence: 2, 5, 8, 11, 14.

Correct Answer Text: 3, 3, 3, 3

Wrong Answer Text: 9, 6, 3, 3"
"When solving an equation, uses the same operation rather than the inverse.","Question Text: Solve for x: 2x + 5 = 11

Correct Answer Text: x = 3

Wrong Answer Text: x = 16 (arrived at by adding 5 to both sides and then adding 2 to both sides again, rather than subtracting 5 and then dividing by 2)"
"When solving an equation, uses the same operation rather than the inverse.","Question Text: Solve for x: 2x + 5 = 11

Correct Answer Text: x = 3

Wrong Answer Text: x = 16 (arrived at by adding 5 to both sides and then adding 2 to both sides again, rather than subtracting 5 and then dividing by 2)"
"Includes a data point with the value, when asked to find the number of data points above a value","Question Text: The exam scores of 10 students are: 
\( 75, 82, 90, 67, 89, 76, 85, 92, 88, 76 \)
How many students scored above 76?

Correct Answer Text: 6

Wrong Answer Text: 7"
"Includes a data point with the value, when asked to find the number of data points above a value","Question Text: The exam scores of 10 students are: 
\( 75, 82, 90, 67, 89, 76, 85, 92, 88, 76 \)
How many students scored above 76?

Correct Answer Text: 6

Wrong Answer Text: 7"
Believes a curve can show a constant rate,"Question Text: Which of the following graphs shows an object moving at a constant speed?
Graph A: A straight line with a constant slope
Graph B: A curved line with a changing slope

Correct Answer Text: Graph A

Wrong Answer Text: Graph B"
Believes a curve can show a constant rate,"Question Text: Which of the following graphs shows an object moving at a constant speed?
Graph A: A straight line with a constant slope
Graph B: A curved line with a changing slope

Correct Answer Text: Graph A

Wrong Answer Text: Graph B"
Assumes the perpendicular height of a triangle bisects the base,"Question Text: In triangle ABC, the perpendicular height from A meets side BC at point D. If BC is 10cm long, what can be said about the lengths of BD and DC?
Correct Answer Text: They may or may not be equal, more information is needed.
Wrong Answer Text: They are equal."
Assumes the perpendicular height of a triangle bisects the base,"Question Text: In triangle ABC, the perpendicular height from A meets side BC at point D. If BC is 10cm long, what can be said about the lengths of BD and DC?
Correct Answer Text: They may or may not be equal, more information is needed.
Wrong Answer Text: They are equal."
Multiplies the numerators when adding fractions with a common denominator,"Question Text: Sarah has \( \frac{1}{8} \) of a pizza, and her friend gives her \( \frac{3}{8} \) of another pizza. What fraction of a pizza does Sarah have now?

Correct Answer Text: \( \frac{4}{8} \)

Wrong Answer Text: \( \frac{3}{64} \)"
Multiplies the numerators when adding fractions with a common denominator,"Question Text: Sarah has \( \frac{1}{8} \) of a pizza, and her friend gives her \( \frac{3}{8} \) of another pizza. What fraction of a pizza does Sarah have now?

Correct Answer Text: \( \frac{4}{8} \)

Wrong Answer Text: \( \frac{3}{64} \)"
Gives the value for the wrong variable when answering a simultaneous equation question,"Question Text: Solve the simultaneous equations:
\[
2x + 3y = 12
\]
\[
x - 2y = -3
\]
What is the value of \( x \) and \( y \) ?

Correct Answer Text: \( x = 0, y = 4 \)

Wrong Answer Text: \( x = 4, y = 0 \)"
Gives the value for the wrong variable when answering a simultaneous equation question,"Question Text: Solve the simultaneous equations:
\[
2x + 3y = 12
\]
\[
x - 2y = -3
\]
What is the value of \( x \) and \( y \) ?

Correct Answer Text: \( x = 0, y = 4 \)

Wrong Answer Text: \( x = 4, y = 0 \)"
Does not include zero when counting over zero,"Question Text: What is the number of integers from -3 to 4?
Correct Answer Text: 8
Wrong Answer Text: 7"
Does not include zero when counting over zero,"Question Text: What is the number of integers from -3 to 4?
Correct Answer Text: 8
Wrong Answer Text: 7"
Converts a decimal to a fraction by writing 1 over the digits of the decimal,"Question Text: Convert the decimal 0.75 to a fraction.
Correct Answer Text: 3/4
Wrong Answer Text: 1/75"
Converts a decimal to a fraction by writing 1 over the digits of the decimal,"Question Text: Convert the decimal 0.75 to a fraction.
Correct Answer Text: 3/4
Wrong Answer Text: 1/75"
Forgets the denominator in probability,"Question Text: A bag contains 5 red marbles and 3 blue marbles. What is the probability of drawing a red marble from the bag?
Correct Answer Text: 5/8
Wrong Answer Text: 5"
Forgets the denominator in probability,"Question Text: A bag contains 5 red marbles and 3 blue marbles. What is the probability of drawing a red marble from the bag?
Correct Answer Text: 5/8
Wrong Answer Text: 5"
Uses numerators to convert fractions to ratio despite different denominators,"Question Text: Write the ratio of the number of boys to the number of girls in the simplest form if there are \( \frac{3}{5} \) boys and \( \frac{2}{7} \) girls in the class.

Correct Answer Text: \( 21:10 \)

Wrong Answer Text: \( 3:2 \)"
Uses numerators to convert fractions to ratio despite different denominators,"Question Text: Write the ratio of the number of boys to the number of girls in the simplest form if there are \( \frac{3}{5} \) boys and \( \frac{2}{7} \) girls in the class.

Correct Answer Text: \( 21:10 \)

Wrong Answer Text: \( 3:2 \)"
Does not understand the diagram given in the question,"Question Text: What is the value of angle x in the given diagram?

(In the diagram, two parallel lines are intersected by a transversal line, with one angle labeled as 60 degrees and angle x is the corresponding angle on the same side of the transversal)

Correct Answer Text: 60 degrees

Wrong Answer Text: 120 degrees"
Does not understand the diagram given in the question,"Question Text: What is the value of angle x in the given diagram?

(In the diagram, two parallel lines are intersected by a transversal line, with one angle labeled as 60 degrees and angle x is the corresponding angle on the same side of the transversal)

Correct Answer Text: 60 degrees

Wrong Answer Text: 120 degrees"
Believes you don't need to numerically order the data before calculating the median,"Question Text: What is the median of the following set of numbers?
\( 8, 2, 9, 1, 7 \)

Correct Answer Text: \( 7 \) 

Wrong Answer Text: \( 8 \)"
Believes you don't need to numerically order the data before calculating the median,"Question Text: What is the median of the following set of numbers?
\( 8, 2, 9, 1, 7 \)

Correct Answer Text: \( 7 \) 

Wrong Answer Text: \( 8 \)"
Does not recognise the distributive property,"Question Text: Simplify the expression: \( 2 \times (5+3) \)

Correct Answer Text: \( 2 \times 5 + 2 \times 3 = 10 + 6 = 16 \)

Wrong Answer Text: \( 2 \times 5 + 3 = 13 \)"
