,QuestionId_Answer,ConstructName,SubjectName,QuestionText,CorrectAnswer,IncorrectAnswer,MisconceptionName,Cluster
2163,923_D,Multiply two decimals together with a different number of decimal places,Multiplying and Dividing with Decimals,What is the area of this rectangle? ![Rectangle with base 0.4 m and height 0.16 m](),\( 0.064 \mathrm{~m}^{2} \),\( 0.56 \mathrm{~m}^{2} \),Adds when calculating area instead of multiplying,108
2164,924_A,Draw the net of a prism,Nets,Which of the following collections of shapes would allow you to draw the net of a hexagonal prism?,\( 2 \) hexagons \( 6 \) rectangles,"\( 1 \) hexagon
\( 6 \) triangles",Confuses pyramid with prism,10
2165,924_C,Draw the net of a prism,Nets,Which of the following collections of shapes would allow you to draw the net of a hexagonal prism?,\( 2 \) hexagons \( 6 \) rectangles,"\( 1 \) hexagon
\( 6 \) rectangles",Confuses pyramid with prism,10
2166,924_D,Draw the net of a prism,Nets,Which of the following collections of shapes would allow you to draw the net of a hexagonal prism?,\( 2 \) hexagons \( 6 \) rectangles,"\( 2 \) hexagons
\( 6 \) triangles",Struggles to visualise nets of 3D shapes,10
2167,925_A,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,"Vera wants to solve this equation using the quadratic formula.
\(
3 h^{2}-10 h+4=0
\)

What should replace the circle? \( \frac{? \pm \sqrt{?-?}}{\bigcirc} \)",\( 6 \),\( 3 \),Misremembers the quadratic formula,104
2168,925_B,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,"Vera wants to solve this equation using the quadratic formula.
\(
3 h^{2}-10 h+4=0
\)

What should replace the circle? \( \frac{? \pm \sqrt{?-?}}{\bigcirc} \)",\( 6 \),\( 5 \),Thinks a variable next to a number means addition rather than multiplication,95
2169,925_C,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,"Vera wants to solve this equation using the quadratic formula.
\(
3 h^{2}-10 h+4=0
\)

What should replace the circle? \( \frac{? \pm \sqrt{?-?}}{\bigcirc} \)",\( 6 \),\( 9 \),Mixes up squaring and multiplying by 2 or doubling,113
2170,926_B,Recognise when to find a factor to solve a problem,Factors and Highest Common Factor,"Emma has \( 24 \) cakes to give away to her friends.
To work out what numbers of friends Emma could give equal amounts of cake to without having any cakes left over, Emma needs to know the ___ of \( 24 \)",factors,digits,Does not recognise when to find a factor from a worded question,33
2171,926_C,Recognise when to find a factor to solve a problem,Factors and Highest Common Factor,"Emma has \( 24 \) cakes to give away to her friends.
To work out what numbers of friends Emma could give equal amounts of cake to without having any cakes left over, Emma needs to know the ___ of \( 24 \)",factors,multiples,Confuses factors and multiples,33
2172,926_D,Recognise when to find a factor to solve a problem,Factors and Highest Common Factor,"Emma has \( 24 \) cakes to give away to her friends.
To work out what numbers of friends Emma could give equal amounts of cake to without having any cakes left over, Emma needs to know the ___ of \( 24 \)",factors,reciprocal,Does not recognise when to find a factor from a worded question,33
2173,927_A,Calculate the mean from a frequency table,Averages and Range from Frequency Table,"The table below is a summary of the number of spots counted on \( 20 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}

Number of Spots & Frequency \\
\hline \( 5 \) & \( 3 \) \\
\hline \( 6 \) & \( 4 \) \\
\hline \( 7 \) & \( 12 \) \\
\hline \( 8 \) & \( 1 \) \\
\hline
\end{tabular}]()",\( 6.6(1 \mathrm{dp}) \),\( 0.2(1 \mathrm{dp}) \),Believes the mean is total frequency divided by sum of categories given,29
2174,927_B,Calculate the mean from a frequency table,Averages and Range from Frequency Table,"The table below is a summary of the number of spots counted on \( 20 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}

Number of Spots & Frequency \\
\hline \( 5 \) & \( 3 \) \\
\hline \( 6 \) & \( 4 \) \\
\hline \( 7 \) & \( 12 \) \\
\hline \( 8 \) & \( 1 \) \\
\hline
\end{tabular}]()",\( 6.6(1 \mathrm{dp}) \),\( 32.75 \),Believes mean is total divided by number of groups,29
2175,927_D,Calculate the mean from a frequency table,Averages and Range from Frequency Table,"The table below is a summary of the number of spots counted on \( 20 \) ladybirds. Calculate the mean number of spots per ladybird. ![\begin{tabular}{|c|c|}

Number of Spots & Frequency \\
\hline \( 5 \) & \( 3 \) \\
\hline \( 6 \) & \( 4 \) \\
\hline \( 7 \) & \( 12 \) \\
\hline \( 8 \) & \( 1 \) \\
\hline
\end{tabular}]()",\( 6.6(1 \mathrm{dp}) \),\( 6.5(1 \mathrm{dp}) \),Rounds down instead of up,102
2176,928_C,Describe simple directions to translate a shape or object using words not vectors,Translation and Vectors,"How would you describe the movement to get from the star to the triangle? ![Positive coordinate grid from 0 to 5 in the x and y directions with a gold star at (1,4) and a purple triangle at (4,3)]()","\( 3 \) squares right,
\( 1 \) square down","\( 4 \) squares right,
\( 1 \) square down","When describing a translation, counts the corners of squares (including the starting one) rather than the number of jumps between squares.",89
2177,928_D,Describe simple directions to translate a shape or object using words not vectors,Translation and Vectors,"How would you describe the movement to get from the star to the triangle? ![Positive coordinate grid from 0 to 5 in the x and y directions with a gold star at (1,4) and a purple triangle at (4,3)]()","\( 3 \) squares right,
\( 1 \) square down","\( 3 \) squares down,
\( 1 \) square right","When describing a translation, identifies the correct number of jumps but mixes up the directions .",0
2178,929_B,Factorise a quadratic expression in the form x² + bx + c,Factorising into a Double Bracket,When factorising \( x^{2}+6 x+8 \) we need two numbers that:,Add to give \( 6 \) and multiply to give \( 8 \),Add to give \( 6 x \) and multiply to give \( 8 \),"When factorising into double brackets, believes the sum of the two values in the brackets equals bx rather than b",1
2179,929_C,Factorise a quadratic expression in the form x² + bx + c,Factorising into a Double Bracket,When factorising \( x^{2}+6 x+8 \) we need two numbers that:,Add to give \( 6 \) and multiply to give \( 8 \),Add to give \( 8 \) and multiply to give \( 6 \),"Does not know that to factorise a quadratic expression, to find two numbers that add to give the coefficient of the x term, and multiply to give the non variable term
",87
2180,930_B,Identify and represent sets using set notation,Probability of Single Events,"Tom and Katie are discussing the probability spinner

Tom says the sample space can be written as: \( S=\{1,2\} \)

Katie says the sample space can be written as: \( S=\{1,1,2,2,2\} \)
Who do you agree with? ![Circle divided into 5 equal sections. 2 sections labelled with a blue number 1. 3 sections labelled with a red number 2.]()","Only
Tom","Only
Katie","Believes a sample space should show repeated outcomes, not just unique possible outcomes.",14
2181,931_A,Recognise and name a formula,Writing Formula,Which of the following is the most appropriate word to describe: \( A=\frac{b h}{2} \) ![A triangle with base labelled b and height labelled h.](),Formula,Equation,Confuses a formula with an equation,42
2182,931_C,Recognise and name a formula,Writing Formula,Which of the following is the most appropriate word to describe: \( A=\frac{b h}{2} \) ![A triangle with base labelled b and height labelled h.](),Formula,Variable,Confuses a variable with a formula,42
2183,931_D,Recognise and name a formula,Writing Formula,Which of the following is the most appropriate word to describe: \( A=\frac{b h}{2} \) ![A triangle with base labelled b and height labelled h.](),Formula,Expression,Confuses a formula with an expression,42
2184,932_B,Round integers to the nearest 10,"Rounding to the Nearest Whole (10, 100, etc)",What is \( 637 \) rounded to the nearest \( 10 \) ?,\( 640 \),\( 650 \),Rounds to the wrong degree of accuracy (rounds too much),102
2185,932_C,Round integers to the nearest 10,"Rounding to the Nearest Whole (10, 100, etc)",What is \( 637 \) rounded to the nearest \( 10 \) ?,\( 640 \),\( 600 \),Rounds to the wrong degree of accuracy (rounds too much),102
2186,932_D,Round integers to the nearest 10,"Rounding to the Nearest Whole (10, 100, etc)",What is \( 637 \) rounded to the nearest \( 10 \) ?,\( 640 \),\( 630 \),Rounds down instead of up,102
2187,933_C,Determine if a given point lies on a line,Plotting Lines from Tables of Values,"Tom and Katie are arguing about points on the line
\[
y=2 x-3
\]

Tom says \( (5,7) \) lies on the line \( \boldsymbol{y}=\mathbf{2} \boldsymbol{x}-\mathbf{3} \)

Katie says \( (-5,-7) \) lies on the line \( \boldsymbol{y}=\mathbf{2 x}-\mathbf{3} \)

Who is correct?","Only
Tom",Both Tom and Katie,Believes subtracting a positive number from a negative number makes the answer less negative,99
2188,934_A,"Given a positive x value, find a y value in a table of values for lines in the form ax + by = c",Plotting Lines from Tables of Values,"\begin{tabular}{|l|l|l|l|l|l|}
\hline\( x \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) & \( 4 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) &   
\end{tabular} This is a table of values for \( 4 x+2 y=10 \) 
What should replace the star?",\( 5 \),\( 20 \),"When solving an equation, uses the same operation rather than the inverse.",13
2189,934_B,"Given a positive x value, find a y value in a table of values for lines in the form ax + by = c",Plotting Lines from Tables of Values,"\begin{tabular}{|l|l|l|l|l|l|}
\hline\( x \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) & \( 4 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) &   
\end{tabular} This is a table of values for \( 4 x+2 y=10 \) 
What should replace the star?",\( 5 \),\( 3 \),Believes 0 multiplied by a number gives the number,6
2190,934_D,"Given a positive x value, find a y value in a table of values for lines in the form ax + by = c",Plotting Lines from Tables of Values,"\begin{tabular}{|l|l|l|l|l|l|}
\hline\( x \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) & \( 4 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) &   
\end{tabular} This is a table of values for \( 4 x+2 y=10 \) 
What should replace the star?",\( 5 \),\( 2.5 \),Mixes up the value of two terms when substituting,6
2191,935_A,Substitute a solution back into the remaining equation and find the second solution,Simultaneous Equations,"Isaac is halfway through solving a pair of simultaneous equations, one of which is below.

\(
2 j-k=-10
\)

Isaac found that \( k=8 \)
What does \( j \) equal?",\( j=-1 \),\( j=1 \),Believes dividing a negative by a positive gives a positive answer,59
2192,935_B,Substitute a solution back into the remaining equation and find the second solution,Simultaneous Equations,"Isaac is halfway through solving a pair of simultaneous equations, one of which is below.

\(
2 j-k=-10
\)

Isaac found that \( k=8 \)
What does \( j \) equal?",\( j=-1 \),\( j=9 \),Ignores the negative signs when adding positive and negative numbers,99
2193,935_C,Substitute a solution back into the remaining equation and find the second solution,Simultaneous Equations,"Isaac is halfway through solving a pair of simultaneous equations, one of which is below.

\(
2 j-k=-10
\)

Isaac found that \( k=8 \)
What does \( j \) equal?",\( j=-1 \),\( j=-9 \),"When solving an equation, uses the same operation rather than the inverse.",13
2194,936_C,Factorise a quadratic expression in the form x² - bx - c,Factorising into a Double Bracket,"Tom and Katie are arguing about factorising. Tom says \( x^{2}+5 x+6 \equiv(x+3)(x+2) \) 
Katie says \( x^{2}-5 x-6 \equiv(x-3)(x-2) \) 
Who is correct?",Only Tom,Both Tom and Katie,Believes multiplying two negatives gives a negative answer,99
2195,937_A,Round decimals to the nearest whole number,"Rounding to the Nearest Whole (10, 100, etc)",What is \( \mathbf{9 0 . 6 8 2} \) rounded to the nearest integer?,\( 91 \),\( 90 \),Rounds down instead of up,102
