,MisconceptionId,MisconceptionName,Cluster
1839,1839,Does not know how to use a bar model to write division facts,92
1840,1840,Thinks the fraction button on a calculator converts fractions to decimals,19
1841,1841,Thinks the number of wholes in a mixed number represents the tens from the numerator of an improper fraction,23
1842,1842,Confuses the number of regions in a Venn diagram as the total number of entries in the diagram,86
1843,1843,"When using interpolation to estimate frequency that is above a certain value, believes they can add the estimated frequency up to that value in its class, rather than the estimated frequency after it",51
1844,1844,Uses length scale factor for area without squaring ,34
1845,1845,"When multiplying involving a multiple of 10, just multiplies the digits and ignores the zeros ",106
1846,1846,Is not able to spot a proportional relationship pictorially unless they are laid out in groups,17
1847,1847,Confuses the part and the whole in fraction of an amount problems,11
1848,1848,Thinks the y coordinate of a point on the x axis is 1,71
1849,1849,Believes the gradient of a line is given by the x intercept,28
1850,1850,Mixes up square rooting and fourth rooting,47
1851,1851,Does not know the properties of an isosceles triangle,49
1852,1852,"When adding an integer to a fraction, thinks you add the integer to the numerator",13
1853,1853,Thinks an enlargement of any scale factor keeps side lengths the same,34
1854,1854,Confuses tangent and radius,58
1855,1855,"Believes that if one number in a product decreases, the answer must increase. ",99
1856,1856,Thinks multiplication and addition are the same,95
1857,1857,Believes a cubic equation will have a linear graph,37
1858,1858,Does not compensate when subtracting,35
1859,1859,Thinks the mode in a stem and leaf diagram  is the stem that has the most leaves ,111
1860,1860,Believes a reciprocal graph can be a straight line,37
1861,1861,Rounds to nearest 50 not 20,102
1862,1862,Performs addition ahead of division,109
1863,1863,Thinks 1l = 10 cubic centimetres,31
1864,1864,Does not realise that the order is important in a ratio,25
1865,1865,"When dividing numbers with different bases, subtracts the powers and subtracts the base numbers.",18
1866,1866,Confuses additive and multiplicative relationships,2
1867,1867,Finds unit price then forgets to multiply up,38
1868,1868,Believes lines are parallel if they have the same y intercept ,66
1869,1869,"Believes that the larger the divisor, the larger the answer.",59
1870,1870,Thinks there are 10000mm in a metre,54
1871,1871,"Thinks factorising a quadratic means factorising the variable terms into a single bracket, and leaving out the constant",87
1872,1872,Believes they only need to multiply the first and last pairs of terms when expanding double brackets,1
1873,1873,Believes the median is the midpoint of the range,105
1874,1874,Believes the median is the frequency for the category in which it is located,105
1875,1875,Has used a subtraction sign to represent division,112
1876,1876,Counts leading zero as a significant figure,102
1877,1877,Thinks rectangles have rotational symmetry or order 4,83
1878,1878,"In inverse proportion, believes that if one variable is a reciprocal, the other variable will be the reciprocal as well. ",65
1879,1879,Believes midpoint of an interval is used rather than total frequency to calculate the sector angle for a pie chart,74
1880,1880,Mixes up greater than and less than symbols,12
1881,1881,Halves when asked to find the cube root,47
1882,1882,Believes square numbers are triangle numbers,5
1883,1883,Uses only the base and perpendicular height when calculating the area of a trapezium,96
1884,1884,Thinks numbers are a multiple of their index,5
1885,1885,Thinks a power raised to a power leads to addition of the powers,18
1886,1886,Does not understand that base angles in an isosceles are equal,63
1887,1887,Adds instead of subtracts when asked to find the difference,89
1888,1888,Does not know the information each vertical line of a box plot represents,17
1889,1889,Believes f(x - a) translates the function up a units,88
1890,1890,Thinks the multiplication sign means to add,95
1891,1891,Believes they can cross-cancel before flipping the second fraction when dividing fractions,61
1892,1892,Does not recognise the sin graph,46
1893,1893,"Believes the y intercept is given by the difference between the x and y coordinates of any point on the line, not just the point (0, c) ",77
1894,1894,Confuses the part and the whole in missing number subtraction problems,35
1895,1895,Does not realise that all circles are similar,69
1896,1896,"When finding the gradient from the equation of a line in the form ax + by = c, believes b/a is the gradient",28
1897,1897,Confuses vertically opposite angles and angles around a point,7
1898,1898,"When adding decimals, just adds the digits and ignores place value",32
1899,1899,Thinks the missing length has to be half the length of the side given,48
1900,1900,Thinks two variables next to each other represent addition,95
1901,1901,Subtracted base numbers as well as powers,18
1902,1902,Gets the minutes and hours the wrong way around,43
1903,1903,Thinks all lines on a net will form edges in 3D,10
1904,1904,Believes the numbers in factorising should multiply to give the coefficient of x and add to give the constant,87
1905,1905,Believes that when finding bounds you round to the nearest whole number,102
1906,1906,Gives 3-letter angle notation in the wrong order,110
1907,1907,Believes an interior angle in a regular polygon can be found using 360 subtract (180 over number of sides),44
1908,1908,Ignores numerical terms when setting up an equation from a question,52
1909,1909,Does not consider the denominator when adding/ subtracting fractions. Adds/subtracts the numerator and makes the denominator the one with the highest value.,55
1910,1910,Confuses relative frequency and expected frequency,8
1911,1911,Only multiplies second term in the expansion of a bracket,64
1912,1912,Gives the probability out of the number of non-successes rather than the total,84
1913,1913,"Gives the smallest whole when asked for the smallest fraction shaded, presented visually",57
1914,1914,Converts fraction to percentage by multiplying the denominator by 10,11
1915,1915,When multiplying mixed numbers thinks they add the integers,95
